Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID
201608054367,8,otc alterations permit,08/05/2016,1538,013A,495,,06th,Av,,,"repair dryrot damaged treads, stringers and support framing for exterior stairs in breezway of property. repairs to remain under 50% of stairs system. repair are all in kind.",complete,09/21/2016,08/05/2016,08/05/2016,09/21/2016,08/05/2016,,2.0,2.0,,,07/31/2017,6900.0,6900.0,apartments,4.0,apartments,4.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Inner Richmond,94118.0,"(37.77927723795077, -122.46433618953924)",1432765265315
M506888,8,otc alterations permit,07/25/2014,3701,053,66,,08th,St,,,street space & mta permits (renewal permit # m457907),issued,08/19/2014,07/25/2014,08/19/2014,,08/19/2014,,,,,,,,1.0,,,,,,,,,,,,6.0,South of Market,94103.0,"(37.777338241377954, -122.41391079039403)",1350119164291
201408012764,8,otc alterations permit,08/01/2014,2976,013,301,,Kensington,Wy,,,remove 6 windows and replace with new visible to street. same style  and same operation with wood clad.,issued,08/01/2014,08/01/2014,08/01/2014,,08/01/2014,,2.0,2.0,,,07/27/2015,29000.0,29000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94127.0,"(37.74281618199107, -122.46218272551116)",1350887148660
201504224285,8,otc alterations permit,04/22/2015,5940,010,1500,,Felton,St,,,"comply with nov 201541811.  fire damage repair at ground floor, interior stairs, drywall flooring to 2nd floor, replace windows (aprox 10) with new wood or metal sash and remodel 2nd floor due to fire damage at 1st floor/garage area.  remove finishes at damaged areas, upgrade plumbing and electric.",complete,08/02/2017,04/22/2015,04/22/2015,08/02/2017,04/22/2015,,2.0,2.0,,,04/06/2018,125000.0,125000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Excelsior,94134.0,"(37.72629910143812, -122.41960044560702)",1378914191896
201612165134,8,otc alterations permit,12/16/2016,0288,032,333,,Bush,St,,,"conversion of (e) storage and bike storage for bld. tenant includes adding a new door, non door, non-structural partitions relocation of (e) fire alarm panels installation of bike racks",complete,04/07/2017,12/16/2016,01/19/2017,04/07/2017,01/19/2017,,44.0,44.0,,,01/14/2018,60000.0,20000.0,apartments,44.0,apartments,44.0,2.0,,2.0,constr type 2,2.0,constr type 2,,3.0,Financial District/South Beach,94108.0,"(37.79057986911396, -122.40310870138757)",1447642233622
201704254771,8,otc alterations permit,04/25/2017,0540C,018,2100,,Green,St,702.0,,"to renew bpa#201505126012 for final inspection, all work is complete.",complete,04/28/2017,04/25/2017,04/25/2017,04/28/2017,04/25/2017,,7.0,7.0,,,04/20/2018,1.0,1.0,apartments,22.0,apartments,22.0,0.0,,2.0,constr type 2,2.0,constr type 2,,2.0,Marina,94123.0,"(37.79657855547389, -122.43400763682794)",1460652433146
M741067,8,otc alterations permit,11/22/2016,1145A,011,536,,Parker,Av,,,street space,issued,11/22/2016,11/22/2016,11/22/2016,,11/22/2016,,,,,,,,0.0,,,,,,,,,,,,1.0,Lone Mountain/USF,94118.0,"(37.77719406965223, -122.45290715533191)",144523790506
201503120604,8,otc alterations permit,03/12/2015,0104,061,5,,Genoa,Pl,,,"to compy with complaint(s): 201526811 & 201526821, remove illegal bath, convert back to storage at ground floor.",complete,03/03/2016,03/12/2015,07/13/2015,03/03/2016,07/13/2015,,2.0,2.0,,,07/07/2016,3000.0,3000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,North Beach,94133.0,"(37.801086723833066, -122.40649789519212)",137403359026
201312194577,8,otc alterations permit,12/19/2013,3640,077,1028,,Treat,Av,,,replace e foundation at unit 1028,complete,01/21/2015,12/19/2013,12/24/2013,01/21/2015,12/24/2013,,2.0,2.0,,,12/19/2014,9500.0,20000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94110.0,"(37.753598455812835, -122.41340189957126)",1327581491625
201611042002,8,otc alterations permit,11/04/2016,1611,007,739,,33rd,Av,,,"replace wooden sash only using existing wood frame, not visible from street.",issued,11/04/2016,11/04/2016,11/04/2016,,11/04/2016,,1.0,1.0,,,10/30/2017,1060.0,1060.33,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Outer Richmond,94121.0,"(37.775133389539924, -122.4933058470895)",1443362106685
201410108616,8,otc alterations permit,10/10/2014,0482,026,1573,,Francisco,St,,,"replace 7 front existing wood windows with wood (nine total, seven visible from the street)  u factor not more > .32",complete,05/13/2015,10/10/2014,11/20/2014,05/13/2015,11/20/2014,,2.0,2.0,,,11/15/2015,6608.24,6608.24,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Marina,94123.0,"(37.80216048180754, -122.43093977708376)",135854171630
201603232912,7,wall or painted sign,03/23/2016,3552,001,1900,,Folsom,St,,,to erect non-structural sign painted on side of building,issued,04/04/2016,03/23/2016,04/04/2016,,04/04/2016,,,,,,03/30/2017,250.0,250.0,,,,,2.0,,,,,,,9.0,Mission,94103.0,"(37.766794543415166, -122.41578292617517)",1417128157973
201503201491,8,otc alterations permit,03/20/2015,0291,012,44,,Montgomery,St,,,"t.i. includes demo of non-structural partitions and build new non structural partitions. all new or revised hvac, electrical, plumbing and fire alarm. work will be design build and submitted seperately. bldg is fully sprinklered. n/a ordinance #155-13",complete,11/16/2015,03/20/2015,03/30/2015,11/16/2015,03/30/2015,,44.0,44.0,,,03/14/2018,155500.0,155000.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94104.0,"(37.78977799888473, -122.40173648131338)",137512667101
201401136081,8,otc alterations permit,01/13/2014,5525,003,3224,,Harrison,St,,,"replace (e) kitchen cabinets with new cabinets and countertop, sink, faucet. no change of wall, window and door.",complete,05/19/2014,01/13/2014,01/13/2014,05/19/2014,01/13/2014,,2.0,2.0,,,01/08/2015,15000.0,15000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Bernal Heights,94110.0,"(37.74641727176329, -122.41184390545578)",1329523183545
201602169668,8,otc alterations permit,02/16/2016,1065,020,679,,Spruce,St,,,repair 40% rear deck & stairs in-kind.,complete,03/03/2016,02/16/2016,02/16/2016,03/03/2016,02/16/2016,,3.0,3.0,,,02/10/2017,15000.0,15000.0,apartments,4.0,apartments,4.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Presidio Heights,94118.0,"(37.78231095883814, -122.45358668777749)",1412515239164
201709148282,8,otc alterations permit,09/14/2017,6528,012A,1076,,Capp,St,,,soft story retrofit per sfbc ch 34b,filed,09/14/2017,09/14/2017,,,,,3.0,3.0,,,,70000.0,0.0,apartments,6.0,apartments,6.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94110.0,"(37.74956969974407, -122.4173914873339)",1479376251824
201710252192,8,otc alterations permit,10/25/2017,0291,012,44,,Montgomery,St,0.0,,"34th floor  suite 3450 fire alarm t.i. - add 12 speaker strobes, 2 smoke detector & relocate 1 smoke detector. .  ref pa #201708144783. n/a maher ordinance",complete,11/22/2017,10/25/2017,11/03/2017,11/22/2017,11/03/2017,,43.0,43.0,,Y,05/03/2018,7200.0,7200.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94104.0,"(37.78977799888473, -122.40173648131338)",1484692299398
201505206760,8,otc alterations permit,05/20/2015,4207,025,1123,,Alabama,St,,,replace cabinets in kitchen with new cabinets; replace rear porch door; replace cabinets & tiles in bathroom; like and like;,complete,09/25/2015,05/20/2015,05/20/2015,09/25/2015,05/20/2015,,2.0,2.0,,,05/14/2016,39500.0,39500.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94110.0,"(37.75353543095603, -122.4107662762876)",1382211171958
201511303661,8,otc alterations permit,11/30/2015,5662,019,279,,Anderson,St,,,"bolt perimeter foundation, 8' imbedment @ 3' o.c. 5/8 all thread bolts",complete,02/01/2016,11/30/2015,11/30/2015,02/01/2016,11/30/2015,,2.0,2.0,,,11/24/2016,8000.0,8000.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Bernal Heights,94110.0,"(37.7392516750895, -122.41506690868556)",1404708186186
201505156494,8,otc alterations permit,05/15/2015,4009,008L,519,,Kansas,St,,,add new property line windows@side facade (north). not visible from street.,issued,07/08/2015,05/15/2015,07/08/2015,,07/08/2015,,2.0,3.0,,,07/02/2016,10000.0,10000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Potrero Hill,94107.0,"(37.76313595303379, -122.40307256899666)",1381850168682
201402078022,8,otc alterations permit,02/07/2014,1833,037,1515,,Judah,St,,,re-roofing,issued,02/07/2014,02/07/2014,02/07/2014,,02/07/2014,,2.0,2.0,,,02/02/2015,4000.0,4000.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94122.0,"(37.76139042037191, -122.47840732274287)",1332044116448
M768168,8,otc alterations permit,03/14/2017,3545,093,25,,Ramona,Av,,,street space permit,issued,03/14/2017,03/14/2017,03/14/2017,,03/14/2017,,,,,,,,1.0,,,,,,,,,,,,8.0,Mission,94103.0,"(37.767592785731985, -122.42510248250697)",1456140157762
M411127,8,otc alterations permit,07/25/2013,0281,017,1035,,Bush,St,0.0,,street space for b201305026021 unit #1,issued,07/25/2013,07/25/2013,07/25/2013,,07/25/2013,,,,,,,,1.0,,,,,,,,,,,,3.0,Nob Hill,94109.0,"(37.78917632288766, -122.41425318952345)",1312172298999
201405307054,8,otc alterations permit,05/30/2014,0291,012,44,,Montgomery,St,,,suite 900 add 5 speaker strobes. relocate 1 existing speaker strobe. reference ti 2014.0522.6454. n/a for maher ordinance no.155-13,complete,07/24/2014,05/30/2014,05/30/2014,07/24/2014,05/30/2014,,43.0,43.0,,Y,05/25/2015,5300.0,5300.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94104.0,"(37.78977799888473, -122.40173648131338)",134358567101
201503231562,8,otc alterations permit,03/23/2015,1353,025,76,,06th,Av,,,"1st flr: add new interior stair from (garage lvl)to 2nd flr,excavate for 7'-6""head ht at new heated spaces at 1st flr;2nd flr:remodel kitchen,replace 2 broken brick fireplaces w/decorative gas appliance,infill 2 windows @(e)lightwell.3rd flr: add new egress window,remodel bath 2 and 3 to laundry rm",complete,09/20/2016,03/23/2015,04/06/2015,09/20/2016,04/06/2015,Y,3.0,3.0,,,03/21/2018,150000.0,150000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Inner Richmond,94118.0,"(37.787200039099936, -122.46439644517669)",137521096572
M509608,8,otc alterations permit,08/08/2014,6768,025,142,,Acadia,St,,,street space,issued,08/08/2014,08/08/2014,08/08/2014,,08/08/2014,,,,,,,,1.0,,,,,,,,,,,,7.0,West of Twin Peaks,94131.0,"(37.73224794207332, -122.43718465646593)",1351733212598
201412022842,8,otc alterations permit,12/02/2014,3031A,009,801,,Teresita,Bl,,,reroofing,complete,01/23/2015,12/02/2014,12/02/2014,01/23/2015,12/02/2014,,2.0,2.0,,,11/27/2015,10500.0,10500.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94131.0,"(37.734437209843286, -122.44508879274169)",1364065150517
201503191352,8,otc alterations permit,03/19/2015,0518,041,1907,,Greenwich,St,,,"replace (4) windows and (2) sliding doors in kinds.  comply with nov# 201525831, item # 3.  all work at rear not visible from street",complete,04/17/2015,03/19/2015,03/19/2015,04/17/2015,03/19/2015,,3.0,3.0,,,03/13/2016,6000.0,6000.0,apartments,5.0,apartments,5.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Marina,94123.0,"(37.79924151816885, -122.43134533505327)",1374953234838
201508265329,3,additions alterations or repairs,08/26/2015,6021,020,721,,Brazil,Av,,,remove exterior wall at primary entrance. to comply with complaint # 2015009144 enf.,complete,10/05/2016,08/26/2015,08/17/2016,10/05/2016,08/17/2016,,2.0,2.0,,,08/12/2017,5000.0,5000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,11.0,Excelsior,94112.0,"(37.72201549204853, -122.42866580807932)",1393487194364
201607253254,8,otc alterations permit,07/25/2016,1765,029,1350,,11th,Av,,,"bathroom to be repair walls, floor, dryrot re-build (in kind) in apt #1 and in apt #2. to comply with nov# 201409341.",issued,07/25/2016,07/25/2016,07/25/2016,,07/25/2016,,2.0,2.0,,,07/20/2017,4000.0,7000.0,apartments,4.0,apartments,4.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Inner Sunset,94122.0,"(37.76299176098972, -122.46805549598659)",1431262113205
201508214943,8,otc alterations permit,08/21/2015,0289,004,1,,Sansome,St,,,"installation of new ada compliant men & women's bathrooms & shower stall to support the lobby, all mep. permit & sprinkler to follow.",issued,09/22/2015,08/21/2015,09/22/2015,,09/22/2015,,42.0,42.0,,,09/16/2016,50000.0,65000.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94104.0,"(37.79043181182459, -122.40135901244663)",139298767086
201607081884,8,otc alterations permit,07/08/2016,3706,096,765,,Market,St,0.0,,relocate 3 main to clear new pvc. reattache (e) line piping9802342-sa & 2016040 / 2016005278674  maher na,complete,08/23/2016,07/08/2016,07/18/2016,08/23/2016,07/18/2016,,36.0,36.0,,Y,07/13/2017,9800.0,9800.0,apartments,139.0,apartments,139.0,2.0,,1.0,constr type 1,1.0,constr type 1,,6.0,Financial District/South Beach,94103.0,"(37.78543487410201, -122.40436594960443)",1429360449618
201411101177,8,otc alterations permit,11/10/2014,1367,027,4550,,California,St,,,"soft story compliance # 2012 iebc appendix a4.mandatory seismic retrofit per sfbc chapter 34b. foundation reinforcemnt on ground floor, add anchor sill bolts to foundation, add plywood to wall in garage, partial foundation, replacement (n) steel rigid frame at garage door opening per plans",complete,02/25/2016,11/10/2014,11/14/2014,02/25/2016,11/14/2014,,3.0,3.0,,,11/09/2015,30000.0,51000.0,apartments,5.0,apartments,5.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Inner Richmond,94118.0,"(37.78499174137372, -122.4664321447962)",1361954241829
201502239050,8,otc alterations permit,02/23/2015,0195,020,838,,Kearny,St,,,"1st floor due to the interior remodel, one speaker/strobe & three strobes will be install for notification coveage. new devices will be tie-in to exist circuit & exist power supply panel. t.i. #2014.0610.8036.  n/a maher ordinance",complete,06/17/2015,02/23/2015,02/23/2015,06/17/2015,02/23/2015,,4.0,4.0,,Y,02/18/2016,1000.0,800.0,school,,school,,2.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,Chinatown,94111.0,"(37.79594776443714, -122.40476654763101)",1372020474603
201308164553,8,otc alterations permit,08/16/2013,6916,024,98,,Estero,Av,,,"15 windows to be replaced size for size, back and side. u factor is 0.40 max",filed,08/16/2013,08/16/2013,,,,,,,,,,,,,,,,,,,,,,,7.0,West of Twin Peaks,94127.0,"(37.72376962471602, -122.47093710973311)",1314540214047
201511061976,8,otc alterations permit,11/06/2015,0230,028,1,,Embarcadero Center,,,,"15th flr, ste 1550:  relocate (52), and plugged (14) sprinkler on the 15th flr tenant improvement, suite 1550; ref 201509177247; maher n/a",complete,01/14/2016,11/06/2015,11/06/2015,01/14/2016,11/06/2015,,45.0,45.0,,Y,10/31/2016,10400.0,13200.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94111.0,"(37.79464860624822, -122.39964599722899)",140244963347
201501125473,8,otc alterations permit,01/12/2015,0634,006,33,,Perine,Pl,,,revise basement storage room; revise 2nd floor south elevation.,complete,11/25/2015,01/12/2015,01/16/2015,11/25/2015,01/16/2015,,0.0,4.0,,,01/11/2016,1.0,1.0,vacant lot,0.0,2 family dwelling,2.0,2.0,,,,5.0,wood frame (5),,2.0,Pacific Heights,94115.0,"(37.78890967588301, -122.43605440057925)",1367433389648
201508134153,8,otc alterations permit,08/13/2015,4940,002,1300,,Gilman,Av,,,"to comply with nov 2015 56812: repair garage corner, replace damaged studs by sistering. remove & replace stucco, remove & replace garage door.",complete,11/23/2015,08/13/2015,08/13/2015,11/23/2015,08/13/2015,,2.0,2.0,,,08/07/2016,8000.0,8000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Bayview Hunters Point,94124.0,"(37.72167967756727, -122.39367955357574)",1391932176370
201411171705,8,otc alterations permit,11/17/2014,0185,036,4,,Mccormick,St,0.0,,"rebuild existing damaged retaining walls (4'-6"") height maximum in rear yard area; maher n/a",complete,02/23/2015,11/17/2014,11/26/2014,02/23/2015,11/26/2014,,2.0,2.0,,,11/21/2015,3000.0,3000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,Russian Hill,94109.0,"(37.7950230664521, -122.41890851451059)",1362655295713
M671027,8,otc alterations permit,03/09/2016,6602,035,437,,Duncan,St,,,street space,issued,03/09/2016,03/09/2016,03/09/2016,,03/09/2016,,,,,,,,1.0,,,,,,,,,,,,8.0,Noe Valley,94131.0,"(37.74567225217711, -122.43002175850734)",1415400208879
201802070692,8,otc alterations permit,02/07/2018,0723,041,1355,,Ellis,St,,,demolishing gypsum board to allow for relocate of eletcrical contral panel for dumbwaiter. sheetrock will be replaced after new controller is installed.,issued,02/07/2018,02/07/2018,02/07/2018,,02/07/2018,,1.0,1.0,,,06/07/2018,100.0,1000.0,convalescent home,92.0,convalescent home,92.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Western Addition,94115.0,"(37.782599050307766, -122.4285856265067)",149635680513
M577967,8,otc alterations permit,04/15/2015,3548,050,1341,,Minna,St,,,street space,issued,04/15/2015,04/15/2015,04/15/2015,,04/15/2015,,,,,,,,1.0,,,,,,,,,,,,9.0,Mission,94103.0,"(37.767640116558205, -122.41896225300296)",1378136157863
201609127428,8,otc alterations permit,09/12/2016,8709,018,1500,,Owens,St,0.0,,"installation of a new swisslog boxpicker, removal of interior shore front glass and minor renovations/relocations to accomodate the new  boxpicker equipment. n/a for maher.",issued,09/16/2016,09/12/2016,09/16/2016,,09/16/2016,,6.0,6.0,,,09/11/2017,90000.0,90000.0,clinics-medic/dental,0.0,clinics-medic/dental,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,6.0,Mission Bay,94158.0,"(37.76883048463645, -122.39579978731433)",1437026472397
201602189896,3,additions alterations or repairs,02/18/2016,5843,007,869,,Ellsworth,St,,,"rad. bldg 22, replace exterior & interior door & hardware, window, roofing, downspont, water heater, furnances, remodel kitchen & bathrm, flooring, light fixture, refinishing hardwood floor, enlarge concrete stoops. remove 2 level deck, replace with 1 level deck. awning over front entry doors.",issued,07/26/2016,02/18/2016,07/26/2016,,11/01/2016,Y,3.0,3.0,,,07/11/2019,1982000.0,1982000.0,apartments,8.0,apartments,8.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),Y,9.0,Bernal Heights,94110.0,"(37.73302575101365, -122.41667663903435)",1413093265039
201612235837,8,otc alterations permit,12/16/2016,3611,017,3088,,21st,St,,,soft story retrofit of ground floor. 3088 21st street shares the same lot with 999 s. van ness. replace main entrance door. commercial portion.,issued,12/07/2017,12/23/2016,12/07/2017,,12/07/2017,,3.0,3.0,,,06/07/2018,16000.0,16186.0,apartments,5.0,apartments,5.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94110.0,"(37.75740561610747, -122.41637901806939)",1448531281627
